Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2010-09-23,1982.15,2002.46,1967.82,3403775677143.0,0.0
2010-09-22,1982.76,1996.45,1972.83,3404831133376.0,82910520.0
2010-09-21,1989.11,2002.79,1980.47,3415736061177.0,0.0
2010-09-20,1989.43,1992.8,1960.43,3416282786406.0,0.0
2010-09-17,1955.83,1961.01,1945.52,3372952066386.0,0.0
2010-09-16,1948.11,1949.39,1931.72,3359632277111.0,0.0
2010-09-15,1939.6,1942.34,1918.1,3344965559402.0,0.0
2010-09-14,1928.59,1938.01,1913.71,3325973289348.0,0.0
2010-09-13,1921.67,1924.61,1908.41,3314035429196.0,0.0
2010-09-10,1892.34,1895.92,1879.71,3263459899530.0,0.0
2010-09-09,1886.14,1897.93,1882.79,3252755231228.0,25421281.0
2010-09-08,1880.0,1887.17,1863.53,3246179766799.0,227016026.0
2010-09-07,1856.5,1870.06,1854.43,3205610254724.0,0.0
2010-09-03,1870.31,1870.31,1851.6,3229456801477.0,200684116.0
2010-09-02,1840.58,1840.58,1817.99,3178126251615.0,0.0
2010-09-01,1820.05,1824.66,1791.41,3142663682700.0,110229580.0
2010-08-31,1767.43,1781.47,1755.38,3051819370963.0,37197878.0
2010-08-30,1772.07,1798.47,1772.07,3059822759503.0,35037004.0
2010-08-27,1791.64,1794.29,1747.32,3093610242025.0,0.0
2010-08-26,1769.02,1800.62,1767.85,3054554539707.0,0.0
2010-08-25,1790.88,1798.38,1758.62,3092303827085.0,766507214.0
2010-08-24,1775.27,1793.43,1767.36,3065354573467.0,36691877.0
2010-08-23,1808.31,1842.79,1807.84,3122400582343.0,91341806.0
2010-08-20,1825.75,1829.92,1810.62,3152513428718.0,0.0
2010-08-19,1823.0,1847.62,1811.57,3147759654830.0,0.0
2010-08-18,1850.8,1862.37,1834.2,3195761745170.0,228565185.0
2010-08-17,1845.37,1860.68,1831.27,3186398126627.0,904357934.0
2010-08-16,1821.51,1834.05,1801.74,3145192364539.0,0.0
2010-08-13,1818.8,1832.46,1818.3,3140517288314.0,0.0
2010-08-12,1832.17,1839.24,1807.46,3163591190205.0,96738967.0
2010-08-11,1845.38,1866.0,1838.89,3186408474268.0,129425648.0
2010-08-10,1899.24,1908.73,1882.6,3279410918634.0,63126845.0
2010-08-09,1915.17,1918.78,1902.98,3306913407291.0,110300432.0
2010-08-06,1902.88,1905.01,1873.44,3285687967530.0,47817172.0
2010-08-05,1904.95,1907.8,1892.5,3289271493055.0,37139060.0
2010-08-04,1909.2,1911.01,1891.23,3296606402961.0,665761248.0
2010-08-03,1891.81,1898.63,1881.58,3266580797575.0,0.0
2010-08-02,1898.99,1902.67,1879.77,3278971060056.0,481729241.0
2010-07-30,1864.0,1874.64,1833.9,3218565350362.0,0.0
2010-07-29,1860.3,1887.41,1841.36,3212169214790.0,199657869.0
2010-07-28,1872.62,1894.69,1866.68,3233449042736.0,28683168.0
2010-07-27,1888.81,1900.15,1880.22,3261403956488.0,0.0
2010-07-26,1890.4,1890.4,1867.84,3264145367096.0,0.0
2010-07-23,1875.38,1875.38,1846.32,3238216228757.0,0.0
2010-07-22,1863.1,1870.41,1842.38,3217011501030.0,0.0
2010-07-21,1817.3,1859.85,1813.28,3137923181020.0,0.0
2010-07-20,1840.67,1841.16,1784.55,3178279446921.0,0.0
2010-07-19,1819.28,1822.71,1794.56,3141336635563.0,0.0
2010-07-16,1803.48,1850.73,1802.54,3114062709927.0,0.0
2010-07-15,1856.24,1860.35,1830.7,3205154402101.0,0.0
2010-07-14,1853.41,1863.52,1840.62,3200275889231.0,0.0
2010-07-13,1845.03,1851.25,1822.25,3185796886246.0,0.0
2010-07-12,1821.03,1831.62,1808.7,3144370050007.0,196962667.0
2010-07-09,1814.79,1815.24,1793.0,3133584291236.0,0.0
2010-07-08,1798.31,1805.83,1777.44,3105131553943.0,0.0
2010-07-07,1789.72,1790.18,1736.99,3090294061497.0,22113935.0
2010-07-06,1734.68,1763.88,1719.2,2995270363126.0,0.0
2010-07-02,1728.34,1742.36,1712.92,2984318692912.0,256845500.0
2010-07-01,1734.41,1747.25,1700.04,2994804318323.0,0.0
2010-06-30,1739.14,1776.61,1734.9,3002965521492.0,0.0
2010-06-29,1764.06,1807.09,1752.56,3045987220860.0,0.0
2010-06-28,1836.0,1852.66,1823.51,3170210608386.0,0.0
2010-06-25,1838.52,1857.31,1829.3,3174555791774.0,0.0
2010-06-24,1844.59,1871.13,1839.32,3185042681893.0,0.0
2010-06-23,1874.42,1889.73,1859.05,3236547656804.0,96083821.0
2010-06-22,1880.54,1917.26,1877.97,3247113886682.0,0.0
2010-06-21,1895.84,1939.77,1885.2,3273536146964.0,0.0
2010-06-18,1913.48,1925.2,1906.85,3304015377861.0,0.0
2010-06-17,1910.65,1916.24,1894.27,3299128594129.0,0.0
2010-06-16,1905.31,1913.21,1888.22,3289900616477.0,0.0
2010-06-15,1897.48,1898.79,1855.69,3276393391137.0,0.0
2010-06-14,1845.48,1876.94,1844.16,3186596376975.0,0.0
2010-06-11,1847.15,1848.62,1811.99,3189484425828.0,0.0
2010-06-10,1830.09,1831.81,1796.32,3160017378590.0,0.0
2010-06-09,1778.92,1823.21,1774.05,3071660062197.0,253166103.0
2010-06-08,1795.7,1805.84,1770.46,3100641697313.0,0.0
2010-06-07,1798.16,1845.3,1795.54,3104886579282.0,0.0
2010-06-04,1832.04,1879.31,1824.71,3163390245698.0,0.0
2010-06-03,1895.66,1898.93,1871.59,3273235204149.0,37654079.0
2010-06-02,1879.59,1879.59,1832.58,3245501683694.0,1140110862.0
2010-06-01,1835.04,1878.04,1832.96,3168562083271.0,0.0
2010-05-28,1852.39,1867.72,1836.23,3198525579893.0,0.0
2010-05-27,1862.71,1863.87,1831.78,3216348687273.0,113386520.0
2010-05-26,1796.47,1850.8,1793.03,3101966717272.0,1103433601.0
2010-05-25,1815.68,1818.28,1756.63,3138530307531.0,37488270.0
2010-05-24,1815.28,1841.11,1814.17,3137845430922.0,91331725.0
2010-05-21,1822.77,1834.69,1767.94,3150795359859.0,0.0
2010-05-20,1800.12,1839.99,1798.2,3111646797082.0,0.0
2010-05-19,1873.42,1894.41,1850.96,3238347550309.0,112679588.0
2010-05-18,1887.06,1933.25,1878.55,3261928729327.0,737085936.0
2010-05-17,1915.45,1920.75,1872.92,3311003388166.0,277707952.0
2010-05-14,1907.1,1929.91,1885.51,3296566265156.0,0.0
2010-05-13,1945.52,1983.13,1940.44,3362978170722.0,58753421.0
2010-05-12,1975.58,1977.42,1947.2,3414943224497.0,157734505.0
2010-05-11,1940.48,1966.48,1918.12,3352655950130.0,0.0
2010-05-10,1942.61,1942.64,1923.52,3356336316875.0,299625575.0
2010-05-07,1849.44,1901.89,1808.07,3195362106315.0,0.0
2010-05-06,1893.75,1964.1,1752.31,3271909800681.0,39283838.0
2010-05-05,1958.26,1971.1,1936.56,3383367137366.0,661379292.0
2010-05-04,1968.97,2003.59,1955.39,3401876854905.0,0.0
2010-05-03,2031.6,2039.52,2010.91,3510074415005.0,0.0
2010-04-30,2000.63,2044.39,2000.26,3456581267174.0,0.0
2010-04-29,2042.89,2045.86,2019.32,3529592247840.0,199650018.0
2010-04-28,2007.59,2017.92,1991.95,3468602290069.0,0.0
2010-04-27,2006.25,2049.9,2001.02,3466277076498.0,0.0
2010-04-26,2049.09,2059.42,2045.64,3540307765658.0,0.0
2010-04-23,2055.33,2055.63,2036.99,3551085227192.0,0.0
2010-04-22,2045.16,2047.11,2002.97,3533503144915.0,0.0
2010-04-21,2034.53,2040.83,2021.72,3515152196357.0,0.0
2010-04-20,2023.6,2027.44,2009.55,3494441661706.0,0.0
2010-04-19,2013.53,2018.93,1988.37,3477053499071.0,0.0
2010-04-16,2012.84,2037.47,2000.77,3475875537183.0,0.0
2010-04-15,2038.64,2040.49,2027.52,3520429910091.0,0.0
2010-04-14,2028.82,2029.06,2012.98,3503460518909.0,0.0
2010-04-13,2003.81,2006.51,1986.83,3460276457497.0,523930983.0
2010-04-12,1995.65,2000.56,1990.78,3446190002299.0,196245909.0
2010-04-09,1994.43,1994.48,1978.04,3444079102501.0,0.0
2010-04-08,1980.73,1984.9,1962.04,3420423783828.0,0.0
2010-04-07,1977.3,1987.34,1967.14,3414503126079.0,0.0
2010-04-06,1981.95,1988.04,1968.17,3422533474134.0,0.0
2010-04-05,1977.83,1981.07,1958.01,3415409383854.0,450599457.0
2010-04-01,1959.56,1979.49,1943.97,3383871207225.0,0.0
2010-03-31,1958.34,1969.9,1955.15,3381761890229.0,0.0
2010-03-30,1967.96,1974.47,1955.22,3398376051058.0,22061922.0
2010-03-29,1961.22,1968.43,1956.6,3386727237680.0,0.0
2010-03-26,1952.63,1965.52,1942.21,3371894638750.0,0.0
2010-03-25,1949.15,1976.38,1948.5,3365891079564.0,0.0
2010-03-24,1951.84,1958.6,1948.85,3370527747799.0,95473951.0
2010-03-23,1963.2,1964.14,1943.25,3390147831081.0,0.0
2010-03-22,1949.59,1956.48,1921.71,3366637868721.0,0.0
2010-03-19,1932.43,1949.14,1924.72,3332764234483.0,0.0
2010-03-18,1943.94,1945.28,1934.17,3352611013811.0,0.0
2010-03-17,1936.22,1945.9,1930.91,3339305725995.0,0.0
2010-03-16,1932.24,1933.96,1918.98,3332431812402.0,0.0
2010-03-15,1920.09,1924.49,1906.01,3311481326802.0,0.0
2010-03-12,1924.43,1930.17,1916.41,3318971628651.0,0.0
2010-03-11,1923.81,1923.81,1908.39,3317902578728.0,0.0
2010-03-10,1917.35,1920.66,1901.11,3306766294363.0,253056083.0
2010-03-09,1901.38,1911.38,1885.99,3279213642557.0,37360909.0
2010-03-08,1890.89,1894.75,1887.66,3261132963454.0,200608378.0
2010-03-05,1888.56,1889.68,1869.1,3257099916627.0,0.0
2010-03-04,1859.72,1860.76,1844.92,3207375634130.0,0.0
2010-03-03,1851.57,1861.15,1846.22,3193314733710.0,110887847.0
2010-03-02,1851.21,1862.64,1847.03,3192682313503.0,0.0
2010-03-01,1846.4,1848.1,1826.61,3184393777845.0,0.0
2010-02-26,1818.68,1822.2,1804.09,3136589896064.0,0.0
2010-02-25,1812.91,1815.94,1781.12,3126643875403.0,35126265.0
2010-02-24,1812.51,1819.5,1801.04,3125953743619.0,643292849.0
2010-02-23,1793.82,1817.96,1786.46,3093720627091.0,0.0
2010-02-22,1817.63,1829.18,1811.52,3134775839631.0,77735988.0
2010-02-19,1823.32,1830.38,1813.08,3144591805672.0,229777172.0
2010-02-18,1823.39,1825.82,1806.76,3144711884022.0,319101328.0
2010-02-17,1810.86,1811.2,1799.25,3123106097487.0,279601960.0
2010-02-16,1802.06,1802.48,1782.73,3110129622957.0,843982185.0
2010-02-12,1779.11,1783.7,1756.65,3070514905080.0,0.0
2010-02-11,1775.74,1780.05,1739.02,3064696729653.0,96000680.0
2010-02-10,1749.76,1760.61,1738.46,3019859423323.0,341664617.0
2010-02-09,1753.84,1768.58,1739.24,3026911428210.0,0.0
2010-02-08,1734.88,1755.65,1734.12,2994181745640.0,314764287.0
2010-02-05,1746.12,1748.77,1712.89,3013579768010.0,0.0
2010-02-04,1732.99,1775.37,1732.99,2990925849659.0,0.0
2010-02-03,1784.7,1787.89,1766.6,3080162660295.0,572064635.0
2010-02-02,1776.92,1780.17,1750.39,3066740860913.0,0.0
2010-02-01,1760.72,1760.72,1744.26,3038787131027.0,0.0
2010-01-29,1741.04,1789.93,1734.03,3004810668348.0,0.0
2010-01-28,1771.1,1805.85,1762.1,3056688665290.0,199636198.0
2010-01-27,1818.9,1823.8,1790.1,3139198913628.0,0.0
2010-01-26,1803.86,1825.95,1792.04,3113235097724.0,0.0
2010-01-25,1802.39,1813.65,1794.68,3110707398591.0,0.0
2010-01-22,1794.82,1849.21,1791.4,3097627125193.0,0.0
2010-01-21,1850.57,1885.01,1842.86,3193848546096.0,0.0
2010-01-20,1867.95,1882.31,1848.09,3223851505500.0,0.0
2010-01-19,1895.48,1896.54,1868.83,3271364061234.0,0.0
2010-01-15,1864.52,1893.48,1857.11,3217933240770.0,0.0
2010-01-14,1886.52,1891.73,1880.35,3255891611113.0,196322196.0
2010-01-13,1886.13,1890.81,1855.27,3255221652345.0,0.0
2010-01-12,1861.79,1876.37,1852.31,3213214667494.0,0.0
2010-01-11,1886.24,1897.49,1876.25,3255420993349.0,0.0
2010-01-08,1892.59,1893.25,1868.55,3266374446269.0,0.0
2010-01-07,1876.72,1881.33,1867.62,3238977258025.0,0.0
2010-01-06,1878.42,1893.21,1873.9,3241925490794.0,0.0
2010-01-05,1888.43,1891.33,1877.52,3259196910012.0,0.0
2010-01-04,1886.7,1890.02,1881.63,3256215218235.0,256318820.0
2009-12-31,1860.31,1882.46,1860.31,3210661152212.0,0.0
2009-12-30,1878.65,1881.15,1869.6,3242310152536.0,0.0
2009-12-29,1872.02,1881.06,1871.13,3229365884536.0,0.0
2009-12-28,1878.18,1882.58,1868.14,3239997949860.0,0.0
2009-12-24,1869.84,1869.9,1855.78,3225602973680.0,13707675.0
2009-12-23,1851.99,1853.15,1839.12,3194810255718.0,244588638.0
2009-12-22,1839.51,1841.64,1832.1,3173286084123.0,0.0
2009-12-21,1828.79,1835.0,1818.39,3154788761774.0,75192497.0
2009-12-18,1807.36,1808.26,1790.14,3060310564399.0,0.0
2009-12-17,1778.27,1794.79,1777.08,3011053804216.0,0.0
2009-12-16,1800.82,1814.49,1798.52,3049248276634.0,0.0
2009-12-15,1798.21,1813.38,1793.6,3044825993630.0,0.0
2009-12-14,1809.09,1810.75,1794.3,3063248038232.0,0.0
2009-12-11,1792.06,1810.31,1784.82,3034407532277.0,32377835.0
2009-12-10,1799.37,1808.23,1797.03,3046793660490.0,0.0
2009-12-09,1789.7,1791.13,1759.34,3030415877292.0,226638827.0
2009-12-08,1772.73,1786.04,1760.86,3001674947596.0,0.0
2009-12-07,1783.65,1797.63,1779.47,3020165110949.0,0.0
2009-12-04,1791.91,1815.6,1773.31,3034164353661.0,26467261.0
2009-12-03,1782.91,1806.35,1781.76,3018915121338.0,0.0
2009-12-02,1790.82,1805.97,1786.23,3032317777073.0,111099049.0
2009-12-01,1787.71,1798.48,1782.85,3027041474555.0,0.0
2009-11-30,1767.43,1770.87,1750.88,2992702278964.0,0.0
2009-11-27,1765.46,1779.26,1742.2,2989366644395.0,368204553.0
2009-11-25,1793.67,1795.27,1786.87,3037145830545.0,0.0
2009-11-24,1786.25,1792.18,1776.1,3024567491774.0,0.0
2009-11-23,1792.94,1801.22,1782.91,3035908134591.0,640210640.0
2009-11-20,1764.39,1768.35,1758.0,2987552087408.0,0.0
2009-11-19,1773.19,1789.0,1761.11,3002461500259.0,0.0
2009-11-18,1801.74,1807.53,1789.66,3050794916197.0,113161007.0
2009-11-17,1812.21,1812.21,1797.74,3069330722526.0,817716463.0
2009-11-16,1807.56,1814.25,1793.63,3062463031098.0,97137470.0
2009-11-13,1788.61,1793.17,1773.29,3030363396510.0,37800556.0
2009-11-12,1773.14,1794.12,1769.64,3004146484816.0,84466732.0
2009-11-11,1782.95,1793.52,1772.47,3020777133393.0,0.0
2009-11-10,1773.17,1777.86,1763.89,3004212511265.0,122778581.0
2009-11-09,1768.4,1768.41,1742.97,2996117486250.0,77696394.0
2009-11-06,1730.76,1733.22,1709.44,2932359326064.0,213650518.0
2009-11-05,1721.09,1722.93,1697.94,2915961029067.0,0.0
2009-11-04,1680.67,1701.47,1678.17,2847494935549.0,515500475.0
2009-11-03,1679.2,1679.42,1660.1,2844994513214.0,0.0
2009-11-02,1672.91,1689.3,1652.44,2834332391835.0,110048104.0
2009-10-30,1667.13,1712.93,1663.94,2824539966611.0,0.0
2009-10-29,1711.27,1714.36,1688.68,2899329122897.0,199477784.0
2009-10-28,1682.06,1719.82,1679.35,2852251303727.0,0.0
2009-10-27,1722.46,1751.65,1715.11,2920748273529.0,0.0
2009-10-26,1746.75,1778.48,1739.96,2961941523765.0,0.0
2009-10-23,1753.63,1777.57,1749.03,2973599046870.0,0.0
2009-10-22,1763.15,1767.58,1739.59,2989747474960.0,0.0
2009-10-21,1753.56,1780.83,1750.91,2973482672782.0,77447651.0
2009-10-20,1756.19,1766.72,1745.81,2977944417143.0,0.0
2009-10-19,1756.68,1758.5,1732.02,2978780308321.0,0.0
2009-10-16,1739.32,1747.47,1727.56,2949334075378.0,0.0
2009-10-15,1753.36,1753.36,1742.89,2973141970831.0,0.0
2009-10-14,1754.26,1756.25,1742.25,2974671738309.0,0.0
2009-10-13,1730.27,1737.39,1722.68,2933994549899.0,40237750.0
2009-10-12,1729.63,1742.18,1719.02,2932907700788.0,0.0
2009-10-09,1727.76,1729.22,1710.58,2929740859296.0,196397808.0
2009-10-08,1717.79,1732.11,1713.6,2912832599357.0,0.0
2009-10-07,1710.45,1710.45,1698.63,2900383491088.0,0.0
2009-10-06,1705.25,1712.59,1684.08,2891567277147.0,0.0
2009-10-05,1675.64,1682.77,1660.37,2841365582133.0,182997575.0
2009-10-02,1662.49,1676.22,1656.57,2819055977074.0,0.0
2009-10-01,1666.41,1711.7,1666.41,2825706753462.0,0.0
2009-09-30,1718.99,1731.44,1691.76,2914860681632.0,0.0
2009-09-29,1717.67,1732.31,1709.28,2912622088503.0,0.0
2009-09-28,1724.59,1733.79,1702.52,2924353559330.0,31257891.0
2009-09-25,1694.15,1710.29,1690.68,2872751392364.0,0.0
2009-09-24,1709.76,1734.92,1698.69,2899213928175.0,0.0
2009-09-23,1724.27,1754.54,1722.99,2923812197356.0,88589708.0
2009-09-22,1734.09,1740.13,1727.5,2940471172247.0,0.0
2009-09-21,1731.58,1735.32,1714.1,2936218133724.0,0.0
2009-09-18,1725.24,1731.87,1716.45,2918828466115.0,0.0
2009-09-17,1721.09,1732.42,1714.33,2911808819868.0,0.0
2009-09-16,1723.73,1724.67,1699.74,2916261323360.0,0.0
2009-09-15,1699.53,1703.46,1688.46,2875323713112.0,0.0
2009-09-14,1693.76,1693.76,1673.13,2865565897924.0,0.0
2009-09-11,1685.46,1689.68,1674.14,2851519183446.0,32310719.0
2009-09-10,1686.16,1686.27,1665.49,2852706835280.0,0.0
2009-09-09,1669.23,1676.25,1648.92,2824066203235.0,219749676.0
2009-09-08,1654.81,1655.62,1643.44,2799666726419.0,0.0
2009-09-04,1638.07,1639.9,1606.47,2771339698045.0,159952882.0
2009-09-03,1605.98,1607.15,1585.56,2717056994923.0,0.0
2009-09-02,1594.28,1602.9,1586.55,2697258856885.0,108498668.0
2009-09-01,1595.84,1648.27,1591.01,2699898882908.0,26489281.0
2009-08-31,1625.19,1632.07,1616.52,2749559626619.0,0.0
2009-08-28,1643.24,1668.01,1631.47,2780096933612.0,31936185.0
2009-08-27,1640.97,1643.18,1611.73,2776247489995.0,0.0
2009-08-26,1637.0,1648.77,1628.41,2769533952993.0,637404646.0
2009-08-25,1639.9,1655.25,1635.38,2774443255577.0,0.0
2009-08-24,1634.78,1648.18,1629.77,2765779763184.0,0.0
2009-08-21,1637.78,1639.23,1615.12,2770847366895.0,0.0
2009-08-20,1614.22,1618.12,1593.12,2730988268736.0,0.0
2009-08-19,1596.61,1600.23,1566.44,2701207755747.0,112690905.0
2009-08-18,1586.5,1588.89,1569.22,2684098234442.0,844755767.0
2009-08-17,1564.89,1583.29,1563.14,2647529213964.0,0.0
2009-08-14,1611.58,1624.47,1596.95,2726531899694.0,68820602.0
2009-08-13,1628.65,1632.2,1611.24,2755411540970.0,156693154.0
2009-08-12,1619.59,1634.12,1594.76,2740084760654.0,200059577.0
2009-08-11,1594.69,1605.8,1587.4,2697957831598.0,77481539.0
2009-08-10,1610.43,1619.02,1599.46,2724584744692.0,0.0
2009-08-07,1619.49,1628.44,1609.54,2739904579082.0,0.0
2009-08-06,1600.29,1623.25,1595.36,2707426496107.0,76202802.0
2009-08-05,1614.44,1631.75,1604.09,2731369466747.0,514303350.0
2009-08-04,1628.49,1633.16,1616.54,2755870332188.0,0.0
2009-08-03,1628.12,1628.3,1611.6,2755232042522.0,262737307.0
2009-07-31,1603.36,1619.67,1602.25,2713331386908.0,0.0
2009-07-30,1609.87,1632.97,1606.72,2724362314441.0,199328045.0
2009-07-29,1599.61,1602.49,1586.04,2706994891334.0,26038064.0
2009-07-28,1605.47,1609.17,1583.27,2716907636934.0,0.0
2009-07-27,1599.31,1602.28,1580.52,2706476094640.0,0.0
2009-07-24,1599.06,1600.03,1576.51,2706060330739.0,0.0
2009-07-23,1601.52,1605.09,1561.54,2710225796364.0,0.0
2009-07-22,1565.0,1572.48,1551.16,2648419440763.0,0.0
2009-07-21,1553.01,1553.01,1530.8,2628129324657.0,0.0
2009-07-20,1544.0,1545.02,1529.45,2612877017779.0,0.0
2009-07-17,1527.26,1527.26,1511.61,2584551786567.0,0.0
2009-07-16,1518.87,1521.67,1494.57,2566451543239.0,0.0
2009-07-15,1500.98,1501.41,1470.09,2536225632505.0,0.0
2009-07-14,1452.84,1455.0,1439.57,2454873657836.0,0.0
2009-07-13,1447.7,1447.7,1402.19,2446189315965.0,195156990.0
2009-07-10,1419.84,1427.9,1405.58,2399116906714.0,0.0
2009-07-09,1414.98,1423.44,1409.13,2390902222434.0,0.0
2009-07-08,1411.53,1417.35,1394.87,2385081004506.0,0.0
2009-07-07,1404.78,1443.06,1403.6,2373679608135.0,0.0
2009-07-06,1441.01,1444.3,1424.61,2434889353802.0,183228306.0
2009-07-02,1446.28,1465.18,1443.75,2443801725590.0,0.0
2009-07-01,1481.34,1497.71,1479.67,2503038396948.0,0.0
2009-06-30,1477.25,1493.37,1468.11,2492526278056.0,0.0
2009-06-29,1483.83,1493.57,1468.98,2503629148711.0,0.0
2009-06-26,1480.2,1483.57,1466.24,2497498084523.0,26467335.0
2009-06-25,1475.82,1477.97,1434.97,2490104381507.0,0.0
2009-06-24,1447.06,1458.23,1435.28,2441586781567.0,87854453.0
2009-06-23,1424.46,1432.92,1413.54,2403453594779.0,0.0
2009-06-22,1426.61,1459.1,1423.81,2407085312258.0,0.0
2009-06-19,1471.23,1477.95,1460.45,2483205969989.0,0.0
2009-06-18,1453.8,1464.04,1445.31,2453776889422.0,0.0
2009-06-17,1455.89,1470.11,1439.38,2457314981412.0,0.0
2009-06-16,1443.25,1469.16,1442.81,2435979268207.0,0.0
2009-06-15,1456.96,1473.07,1445.3,2459117874225.0,0.0
2009-06-12,1489.97,1489.97,1470.2,2514838951870.0,0.0
2009-06-11,1497.01,1511.94,1493.16,2526721127908.0,32291913.0
2009-06-10,1495.27,1509.43,1473.88,2523783618904.0,221171844.0
2009-06-09,1501.55,1509.57,1489.22,2534370075217.0,0.0
2009-06-08,1488.49,1499.96,1467.13,2512329622091.0,0.0
2009-06-05,1493.21,1505.77,1479.22,2520307195953.0,0.0
2009-06-04,1492.74,1493.66,1476.28,2519499862221.0,27038142.0
2009-06-03,1475.44,1476.98,1459.59,2490314632932.0,161266889.0
2009-06-02,1480.31,1493.8,1466.28,2497993694138.0,0.0
2009-06-01,1477.12,1482.19,1446.97,2492611170426.0,0.0
2009-05-29,1435.57,1435.57,1411.68,2422493690071.0,0.0
2009-05-28,1420.31,1423.81,1389.76,2396755396206.0,106270348.0
2009-05-27,1401.88,1428.81,1398.42,2365650591264.0,672702370.0
2009-05-26,1412.61,1414.44,1350.95,2383752488377.0,0.0
2009-05-22,1363.17,1379.88,1353.59,2300319181823.0,0.0
2009-05-21,1367.39,1391.0,1353.53,2307445935899.0,0.0
2009-05-20,1393.72,1423.13,1388.81,2351880024173.0,112438012.0
2009-05-19,1398.05,1410.74,1379.88,2358758835259.0,843596616.0
2009-05-18,1392.73,1392.73,1357.42,2349785141025.0,0.0
2009-05-15,1355.11,1374.1,1351.13,2286313845004.0,137484284.0
2009-05-14,1359.67,1369.31,1344.77,2294008229035.0,0.0
2009-05-13,1339.83,1365.33,1339.82,2260531261380.0,283728627.0
2009-05-12,1377.4,1402.14,1362.08,2323592035262.0,77481539.0
2009-05-11,1395.79,1410.43,1369.36,2354608035462.0,95627267.0
2009-05-08,1394.16,1411.27,1377.06,2351860098421.0,155554166.0
2009-05-07,1389.83,1431.36,1377.55,2344551379653.0,38742204.0
2009-05-06,1423.85,1435.8,1401.1,2401939415779.0,0.0
2009-05-05,1423.81,1425.05,1408.29,2401882779723.0,512185359.0
2009-05-04,1427.96,1428.02,1403.47,2408872511878.0,0.0
2009-05-01,1396.62,1403.89,1382.9,2356002344074.0,0.0
2009-04-30,1394.33,1418.77,1384.37,2352149006624.0,0.0
2009-04-29,1382.38,1398.36,1370.52,2331981855128.0,199325348.0
2009-04-28,1361.92,1378.56,1355.99,2297467436396.0,0.0
2009-04-27,1369.94,1384.85,1357.39,2310996361715.0,0.0
2009-04-24,1373.28,1379.38,1345.03,2316632290775.0,0.0
2009-04-23,1344.41,1345.67,1321.42,2267940280575.0,0.0
2009-04-22,1335.72,1362.84,1317.51,2253275112306.0,0.0
2009-04-21,1329.06,1330.67,1303.73,2242033880636.0,0.0
2009-04-20,1309.37,1333.72,1303.85,2208823545992.0,0.0
2009-04-17,1353.92,1361.68,1339.13,2283974532056.0,0.0
2009-04-16,1352.98,1358.71,1322.22,2282393951877.0,0.0
2009-04-15,1316.51,1317.93,1295.1,2220876196268.0,0.0
2009-04-14,1322.31,1336.35,1312.37,2230648881146.0,0.0
2009-04-13,1336.67,1344.48,1322.94,2254878008938.0,0.0
2009-04-09,1340.28,1341.77,1319.28,2260964905763.0,0.0
2009-04-08,1300.75,1306.5,1280.29,2194286997684.0,0.0
2009-04-07,1275.42,1296.35,1268.79,2151552886758.0,0.0
2009-04-06,1313.1,1313.95,1286.95,2215120456912.0,380603718.0
2009-04-03,1316.16,1316.71,1294.16,2220283029548.0,0.0
2009-04-02,1294.3,1311.67,1269.91,2183406772685.0,0.0
2009-04-01,1252.51,1255.03,1211.6,2112905015676.0,0.0
2009-03-31,1237.01,1258.08,1231.52,2085675614305.0,0.0
2009-03-30,1220.81,1231.48,1204.96,2058372545113.0,0.0
2009-03-27,1251.47,1267.27,1248.87,2110054491116.0,35252231.0
2009-03-26,1281.3,1281.3,1250.14,2160352462121.0,0.0
2009-03-25,1236.66,1261.41,1206.52,2085097172239.0,74260340.0
2009-03-24,1234.34,1255.1,1232.74,2081181766765.0,13398012.0
2009-03-23,1259.81,1259.81,1203.85,2124118734624.0,0.0
2009-03-20,1187.18,1220.5,1178.52,2007177173600.0,0.0
2009-03-19,1204.21,1220.48,1196.2,2035962037378.0,0.0
2009-03-18,1206.96,1225.16,1180.34,2040608641323.0,0.0
2009-03-17,1192.17,1192.17,1148.8,2015609456889.0,0.0
2009-03-16,1145.45,1177.33,1144.21,1936626310536.0,0.0
2009-03-13,1168.52,1170.48,1149.59,1975631813863.0,0.0
2009-03-12,1164.71,1167.19,1113.67,1969189488955.0,0.0
2009-03-11,1125.95,1135.4,1106.72,1903657633117.0,249405519.0
2009-03-10,1112.44,1112.44,1060.42,1880814184953.0,0.0
2009-03-09,1043.87,1087.4,1040.41,1764872027662.0,159917558.0
2009-03-06,1064.7,1088.04,1043.6,1800093794388.0,0.0
2009-03-05,1074.52,1105.53,1072.51,1816698251957.0,0.0
2009-03-04,1110.3,1124.67,1093.42,1877187313844.0,75390802.0
2009-03-03,1080.67,1102.1,1072.42,1827100219356.0,32975892.0
2009-03-02,1076.67,1116.22,1074.79,1820336773962.0,0.0
2009-02-27,1116.99,1135.45,1112.12,1888497195877.0,0.0
2009-02-26,1127.1,1174.77,1127.1,1905604200162.0,90447150.0
2009-02-25,1160.83,1183.93,1142.83,1962632553396.0,600072434.0
2009-02-24,1171.45,1176.56,1136.14,1979872889213.0,0.0
2009-02-23,1128.97,1180.1,1126.58,1908067864501.0,159057547.0
2009-02-20,1172.71,1183.36,1153.18,1982001505726.0,0.0
