Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2012-04-25,2709.62,2710.87,2691.12,3014202971983.0,0.0
2012-04-24,2638.73,2659.52,2628.96,2935352033558.0,0.0
2012-04-23,2653.5,2657.36,2629.7,2951782809649.0,0.0
2012-04-20,2676.04,2712.01,2674.66,2941463887244.0,0.0
2012-04-19,2686.82,2738.59,2676.09,2953308650073.0,0.0
2012-04-18,2716.14,2732.03,2707.91,2985544595619.0,0.0
2012-04-17,2723.58,2731.38,2675.14,2974924018279.0,0.0
2012-04-16,2670.1,2713.89,2660.96,2916506666745.0,0.0
2012-04-13,2698.99,2731.35,2698.11,2948070625419.0,0.0
2012-04-12,2740.26,2743.41,2711.04,2993143102597.0,0.0
2012-04-11,2708.13,2726.94,2702.97,2958045200984.0,0.0
2012-04-10,2695.12,2749.51,2688.21,2943840657878.0,0.0
2012-04-09,2739.98,2751.44,2722.77,2992835834420.0,301550220.0
2012-04-05,2762.5,2764.21,2739.1,3017437117895.0,44236252.0
2012-04-04,2745.0,2762.73,2729.21,2998317388135.0,0.0
2012-04-03,2782.78,2795.35,2767.05,3039591309669.0,456406548.0
2012-04-02,2784.42,2787.25,2747.54,3041379726393.0,340514931.0
2012-03-30,2755.27,2774.52,2744.47,3009537935445.0,0.0
2012-03-29,2762.05,2769.83,2741.32,3016945741347.0,0.0
2012-03-28,2770.97,2794.0,2754.97,3026690533566.0,7812243.0
2012-03-27,2782.12,2793.44,2778.91,3038872346487.0,0.0
2012-03-26,2778.02,2778.02,2746.43,3034391573409.0,0.0
2012-03-23,2728.55,2734.68,2714.6,2980353806869.0,0.0
2012-03-22,2731.5,2737.83,2719.74,2983575096245.0,0.0
2012-03-21,2736.88,2752.46,2733.91,2989448413137.0,76351269.0
2012-03-20,2737.63,2740.35,2711.1,2990272348334.0,0.0
2012-03-19,2733.26,2738.22,2710.63,2985497496364.0,202116008.0
2012-03-16,2712.78,2719.61,2706.96,2976364189787.0,0.0
2012-03-15,2714.79,2720.49,2701.65,2978567956726.0,31964450.0
2012-03-14,2708.41,2717.86,2690.4,2971573882404.0,0.0
2012-03-13,2697.43,2697.64,2658.09,2959521822533.0,77668709.0
2012-03-12,2646.85,2651.64,2635.76,2904027001256.0,146379975.0
2012-03-09,2646.85,2651.98,2639.6,2904031002828.0,0.0
2012-03-08,2637.18,2643.89,2618.47,2893420685897.0,22901002.0
2012-03-07,2607.85,2614.23,2597.23,2861241452240.0,193035720.0
2012-03-06,2588.95,2593.64,2575.13,2840506870860.0,0.0
2012-03-05,2614.92,2642.75,2605.59,2868997694049.0,0.0
2012-03-02,2641.58,2650.0,2633.28,2898247633939.0,0.0
2012-03-01,2643.54,2645.91,2625.42,2900401853378.0,0.0
2012-02-29,2623.1,2645.2,2614.48,2877969245822.0,423045651.0
2012-02-28,2633.46,2634.23,2607.5,2892151200457.0,24087686.0
2012-02-27,2606.76,2616.86,2579.63,2862833295230.0,0.0
2012-02-24,2604.21,2609.45,2598.67,2860031266582.0,0.0
2012-02-23,2594.93,2598.1,2570.07,2849837189551.0,186718182.0
2012-02-22,2579.78,2593.05,2575.31,2833194511358.0,0.0
2012-02-21,2590.24,2601.74,2574.32,2844687448692.0,210382877.0
2012-02-17,2584.24,2593.56,2572.82,2838097030147.0,64176998.0
2012-02-16,2592.29,2594.71,2551.35,2846935577591.0,125037404.0
2012-02-15,2556.01,2600.96,2552.56,2807090809913.0,202388396.0
2012-02-14,2575.24,2575.24,2553.95,2828213888964.0,1744915034.0
2012-02-13,2569.49,2572.64,2554.29,2821893413687.0,431767291.0
2012-02-10,2547.32,2553.1,2537.99,2797548398604.0,123347942.0
2012-02-09,2563.93,2567.28,2541.2,2815793498008.0,0.0
2012-02-08,2545.72,2545.84,2523.88,2795790290968.0,129676677.0
2012-02-07,2532.06,2537.64,2514.9,2780786292171.0,0.0
2012-02-06,2528.3,2528.3,2513.51,2776663716096.0,176585719.0
2012-02-03,2529.17,2532.26,2514.99,2777617303153.0,1069320000.0
2012-02-02,2495.83,2504.16,2487.15,2741001749045.0,0.0
2012-02-01,2488.18,2497.31,2474.29,2732602289308.0,0.0
2012-01-31,2467.95,2481.51,2453.05,2710386837021.0,0.0
2012-01-30,2465.32,2468.57,2433.63,2707495006984.0,166146874.0
2012-01-27,2461.77,2467.46,2449.83,2703596881612.0,0.0
2012-01-26,2454.63,2479.31,2444.83,2695751490553.0,0.0
2012-01-25,2465.66,2470.58,2440.57,2707867795772.0,0.0
2012-01-24,2433.96,2440.2,2423.24,2673057870323.0,0.0
2012-01-23,2437.22,2455.22,2424.29,2676633297771.0,0.0
2012-01-20,2437.02,2438.25,2428.35,2676414231997.0,0.0
2012-01-19,2441.7,2445.59,2433.03,2681554896854.0,0.0
2012-01-18,2425.96,2425.96,2395.43,2664267354891.0,0.0
2012-01-17,2393.24,2404.08,2385.79,2628338007174.0,0.0
2012-01-13,2371.98,2373.5,2352.76,2604987555946.0,0.0
2012-01-12,2381.99,2384.26,2359.92,2615982363683.0,0.0
2012-01-11,2372.25,2376.58,2357.53,2605286892671.0,25130048.0
2012-01-10,2367.38,2381.43,2360.98,2599937598055.0,0.0
2012-01-09,2350.65,2363.48,2342.34,2581556014961.0,302676120.0
2012-01-06,2356.17,2362.58,2341.64,2587618097124.0,44635468.0
2012-01-05,2348.98,2351.45,2317.52,2579720414105.0,0.0
2012-01-04,2329.71,2333.29,2307.56,2558565243004.0,0.0
2012-01-03,2321.96,2332.24,2315.28,2550055268811.0,322551838.0
2011-12-30,2277.83,2289.12,2277.77,2501584609899.0,235415266.0
2011-12-29,2285.07,2285.72,2264.89,2509539654585.0,0.0
2011-12-28,2267.08,2295.17,2262.22,2489779275591.0,7785585.0
2011-12-27,2293.12,2301.3,2281.86,2517667376550.0,0.0
2011-12-23,2287.57,2287.96,2268.24,2511576721569.0,0.0
2011-12-22,2266.77,2268.59,2251.31,2488741979000.0,0.0
2011-12-21,2249.03,2267.01,2222.68,2469259747173.0,69942266.0
2011-12-20,2281.94,2283.45,2252.57,2509041037647.0,0.0
2011-12-19,2215.27,2250.27,2209.57,2435735444802.0,0.0
2011-12-16,2238.18,2267.55,2234.3,2462577534243.0,54419970.0
2011-12-15,2226.71,2253.21,2223.52,2449953113657.0,255861348.0
2011-12-14,2233.03,2260.52,2219.68,2456910034192.0,0.0
2011-12-13,2268.37,2316.9,2258.71,2495831175866.0,77634978.0
2011-12-12,2292.24,2295.53,2274.15,2522085836565.0,0.0
2011-12-09,2318.68,2325.64,2287.27,2551181180924.0,0.0
2011-12-08,2282.59,2324.04,2278.42,2511477612279.0,12571742.0
2011-12-07,2320.54,2331.73,2292.15,2553226278105.0,193422665.0
2011-12-06,2321.49,2335.79,2313.99,2554272219121.0,0.0
2011-12-05,2326.95,2343.1,2315.18,2560282019527.0,0.0
2011-12-02,2302.04,2331.12,2301.25,2532867437131.0,0.0
2011-12-01,2309.2,2314.9,2292.26,2540749438993.0,18381926.0
2011-11-30,2295.2,2295.35,2264.72,2525348445608.0,43290000.0
2011-11-29,2211.39,2240.63,2205.77,2433133622275.0,74996243.0
2011-11-28,2224.22,2227.81,2206.69,2447246600318.0,78864783.0
2011-11-25,2150.88,2182.28,2150.71,2366558833435.0,25730387.0
2011-11-23,2166.54,2203.14,2166.54,2383784194565.0,0.0
2011-11-22,2216.33,2224.04,2191.87,2438561819513.0,0.0
2011-11-21,2211.14,2225.54,2188.14,2432857828629.0,1156148507.0
2011-11-18,2253.95,2274.62,2250.94,2479959098829.0,25234808.0
2011-11-17,2272.09,2320.81,2257.92,2499922467774.0,75912284.0
2011-11-16,2324.37,2365.13,2322.05,2557442548853.0,137896984.0
2011-11-15,2366.24,2375.1,2331.75,2604084137584.0,2061235735.0
2011-11-14,2341.32,2362.46,2333.55,2576659360894.0,0.0
2011-11-11,2355.78,2363.12,2330.63,2592570877683.0,0.0
2011-11-10,2312.07,2338.91,2290.53,2544465852321.0,0.0
2011-11-09,2314.1,2354.9,2307.78,2546700648566.0,211814335.0
2011-11-08,2400.01,2402.51,2362.23,2641247117151.0,130995159.0
2011-11-07,2371.04,2372.72,2329.68,2609363062961.0,50380163.0
2011-11-04,2356.32,2364.37,2331.46,2593162347739.0,0.0
2011-11-03,2367.71,2369.77,2311.2,2605700728132.0,1102710000.0
2011-11-02,2318.32,2329.06,2298.71,2551347595704.0,0.0
2011-11-01,2298.37,2321.36,2287.74,2529384835046.0,75518392.0
2011-10-31,2360.08,2389.29,2359.85,2597299149475.0,62474285.0
2011-10-28,2401.29,2404.8,2384.97,2642653346900.0,116059430.0
2011-10-27,2399.83,2412.52,2365.91,2641049885159.0,0.0
2011-10-26,2334.79,2355.02,2291.78,2569470846435.0,0.0
2011-10-25,2335.87,2375.53,2332.18,2570661180792.0,0.0
2011-10-24,2384.42,2389.91,2341.15,2624086875469.0,41316985.0
2011-10-21,2335.93,2349.79,2314.77,2570723665185.0,0.0
2011-10-20,2306.29,2317.34,2274.49,2538108300999.0,0.0
2011-10-19,2316.81,2357.55,2310.65,2549678593869.0,25517756.0
2011-10-18,2364.87,2375.26,2309.88,2602568760504.0,0.0
2011-10-17,2334.38,2367.21,2322.53,2569022830809.0,0.0
2011-10-14,2371.94,2371.94,2344.74,2610353402438.0,0.0
2011-10-13,2326.88,2330.64,2299.73,2560761317168.0,0.0
2011-10-12,2307.18,2331.91,2305.31,2539088690206.0,0.0
2011-10-11,2294.92,2300.7,2269.54,2525590721977.0,0.0
2011-10-10,2278.65,2278.74,2237.48,2507689727884.0,0.0
2011-10-07,2202.76,2227.38,2190.26,2424171803043.0,303523020.0
2011-10-06,2217.99,2218.3,2169.57,2440928723955.0,0.0
2011-10-05,2182.77,2187.56,2106.62,2402166979884.0,45600062.0
2011-10-04,2129.21,2131.31,2042.9,2343229206599.0,330011094.0
2011-10-03,2085.04,2153.95,2084.3,2294614485866.0,235082732.0
2011-09-30,2139.18,2185.61,2139.17,2354200319105.0,0.0
2011-09-29,2197.68,2258.96,2160.2,2418583772728.0,0.0
2011-09-28,2220.84,2281.09,2218.77,2444068113851.0,0.0
2011-09-27,2253.55,2290.71,2241.75,2480059985649.0,0.0
2011-09-26,2234.28,2237.13,2170.14,2458857411435.0,0.0
2011-09-23,2206.86,2216.75,2165.62,2428681412568.0,7066522.0
2011-09-22,2184.59,2219.72,2151.48,2404178236566.0,0.0
2011-09-21,2258.3,2321.22,2257.55,2485292707117.0,70918939.0
2011-09-20,2295.89,2337.7,2293.06,2526660084195.0,0.0
2011-09-19,2308.76,2319.73,2260.24,2540821364799.0,0.0
2011-09-16,2306.09,2308.96,2283.43,2545449458473.0,0.0
2011-09-15,2286.56,2289.69,2254.47,2523898518623.0,17571274.0
2011-09-14,2252.75,2277.92,2210.63,2486574002237.0,0.0
2011-09-13,2220.58,2225.4,2189.83,2451066375578.0,83230967.0
2011-09-12,2191.84,2192.28,2139.58,2419348473516.0,173670318.0
2011-09-09,2163.66,2206.49,2151.35,2388241414054.0,0.0
2011-09-08,2214.29,2244.51,2206.79,2444120903903.0,12690713.0
2011-09-07,2223.75,2223.8,2193.83,2454569356912.0,179893728.0
2011-09-06,2167.6,2171.39,2112.84,2392591746883.0,0.0
2011-09-02,2167.83,2189.76,2156.99,2392836727031.0,0.0
2011-09-01,2219.05,2263.94,2217.02,2449382082663.0,0.0
2011-08-31,2241.01,2268.07,2222.48,2473614725543.0,92203267.0
2011-08-30,2237.69,2250.1,2202.45,2470808772696.0,21928778.0
2011-08-29,2223.96,2224.5,2187.72,2455647803538.0,185405268.0
2011-08-26,2161.97,2169.41,2082.04,2387193602173.0,0.0
2011-08-25,2108.21,2153.71,2102.5,2327833248184.0,0.0
2011-08-24,2145.04,2148.22,2105.31,2368496546831.0,419727788.0
2011-08-23,2129.27,2129.27,2050.19,2351086225559.0,0.0
2011-08-22,2044.73,2084.83,2038.14,2257744678958.0,0.0
2011-08-19,2038.22,2102.88,2035.3,2250552727846.0,64980888.0
2011-08-18,2073.03,2118.61,2055.18,2288984459384.0,9580951.0
2011-08-17,2181.62,2214.26,2158.95,2408895826962.0,54656187.0
2011-08-16,2194.27,2211.9,2165.04,2422860867181.0,1741448163.0
2011-08-15,2214.12,2214.12,2180.86,2444781634935.0,0.0
2011-08-12,2182.05,2195.25,2154.86,2409370054191.0,25305413.0
2011-08-11,2167.07,2187.48,2091.91,2392822638495.0,58766058.0
2011-08-10,2073.09,2142.31,2070.24,2289061289167.0,0.0
2011-08-09,2160.79,2161.75,2034.92,2385889973105.0,0.0
2011-08-08,2060.29,2162.78,2060.29,2274927624145.0,173694723.0
2011-08-05,2194.38,2240.68,2131.52,2422985265507.0,0.0
2011-08-04,2207.2,2284.3,2207.05,2437136784987.0,165156357.0
2011-08-03,2312.78,2316.73,2254.91,2553715129904.0,1295681629.0
2011-08-02,2292.85,2352.48,2291.37,2531714589035.0,0.0
2011-08-01,2354.05,2396.5,2325.17,2599286163359.0,0.0
2011-07-29,2362.81,2388.24,2341.82,2608959753409.0,0.0
2011-07-28,2371.77,2401.25,2359.87,2618855673678.0,112173401.0
2011-07-27,2367.16,2416.22,2362.12,2613766048969.0,0.0
2011-07-26,2429.45,2438.44,2418.52,2682543249946.0,62378879.0
2011-07-25,2424.15,2437.42,2406.17,2676691430236.0,0.0
2011-07-22,2429.5,2432.84,2402.06,2682595562411.0,0.0
2011-07-21,2404.24,2417.13,2377.82,2654702257775.0,38331985.0
2011-07-20,2387.8,2412.39,2384.5,2636550482038.0,0.0
2011-07-19,2398.17,2400.58,2367.81,2647996576461.0,0.0
2011-07-18,2344.01,2354.56,2322.62,2588198857625.0,0.0
2011-07-15,2356.67,2357.36,2336.13,2602181777142.0,0.0
2011-07-14,2325.06,2370.72,2318.2,2564495755402.0,0.0
2011-07-13,2352.43,2377.34,2345.8,2594689510955.0,0.0
2011-07-12,2343.79,2366.35,2342.13,2585150462181.0,0.0
2011-07-11,2362.0,2392.09,2354.12,2605236539878.0,303630960.0
2011-07-08,2405.89,2405.92,2379.14,2653648997823.0,0.0
2011-07-07,2412.89,2418.99,2394.55,2661372798902.0,0.0
2011-07-06,2378.58,2383.77,2361.47,2623526057162.0,0.0
2011-07-05,2371.21,2374.41,2357.31,2615400124197.0,330011094.0
2011-07-01,2361.39,2363.36,2320.57,2604566128120.0,234491368.0
2011-06-30,2325.07,2327.36,2302.67,2564504393865.0,0.0
2011-06-29,2294.43,2299.32,2278.85,2530708458419.0,0.0
2011-06-28,2285.75,2286.92,2254.94,2521141299505.0,7038773.0
2011-06-27,2252.24,2263.21,2215.14,2484175992673.0,0.0
2011-06-24,2217.06,2246.96,2213.1,2445376274235.0,0.0
2011-06-23,2255.05,2256.7,2204.47,2487280690484.0,0.0
2011-06-22,2235.75,2254.64,2234.83,2465985904637.0,88886682.0
2011-06-21,2251.82,2253.27,2203.71,2483714124679.0,0.0
2011-06-20,2204.36,2210.64,2186.77,2431362499258.0,0.0
2011-06-17,2192.96,2222.51,2186.78,2420988493213.0,0.0
2011-06-16,2199.93,2216.74,2180.94,2428691909702.0,0.0
2011-06-15,2209.01,2243.22,2204.15,2438712851236.0,0.0
2011-06-14,2250.34,2256.46,2240.39,2484345218123.0,0.0
2011-06-13,2222.28,2234.22,2214.37,2453359874877.0,166461934.0
2011-06-10,2221.09,2250.89,2220.83,2452049493323.0,0.0
2011-06-09,2256.65,2267.76,2246.49,2491310876363.0,12880402.0
2011-06-08,2252.89,2268.0,2246.62,2487149925475.0,178710000.0
2011-06-07,2268.96,2288.76,2268.06,2504899496366.0,0.0
2011-06-06,2274.48,2299.4,2273.24,2510991420080.0,0.0
2011-06-03,2292.31,2317.93,2289.41,2530670136183.0,26198598.0
2011-06-02,2326.7,2335.66,2314.69,2568636565890.0,18303413.0
2011-06-01,2322.48,2373.82,2321.0,2563975944951.0,868701531.0
2011-05-31,2372.54,2372.54,2347.23,2619250063240.0,0.0
2011-05-27,2336.09,2339.1,2327.32,2579010752233.0,180550481.0
2011-05-26,2325.93,2332.02,2306.11,2567524415613.0,0.0
2011-05-25,2310.95,2321.51,2298.72,2550997288699.0,417507127.0
2011-05-24,2303.55,2322.63,2302.36,2542824444893.0,0.0
2011-05-23,2316.78,2325.86,2306.43,2557427424781.0,80196800.0
2011-05-20,2351.43,2368.99,2348.73,2595674227806.0,62259975.0
2011-05-19,2369.67,2374.22,2355.4,2615810987302.0,188443714.0
2011-05-18,2362.95,2366.4,2337.48,2608389162964.0,107587622.0
2011-05-17,2343.51,2343.73,2320.33,2586934393756.0,1453339493.0
2011-05-16,2337.85,2375.36,2332.84,2580684593899.0,49601457.0
2011-05-13,2379.24,2406.01,2378.76,2626374987727.0,0.0
2011-05-12,2407.89,2410.45,2372.19,2658003074736.0,41805299.0
2011-05-11,2393.08,2415.9,2377.43,2641657616224.0,104765938.0
2011-05-10,2411.35,2414.58,2394.84,2661823778128.0,0.0
2011-05-09,2390.97,2399.68,2376.96,2639325958318.0,96980000.0
2011-05-06,2383.18,2411.63,2376.15,2630721814161.0,19197675.0
2011-05-05,2375.21,2402.05,2366.73,2621931235990.0,0.0
2011-05-04,2387.51,2398.46,2367.68,2635985972694.0,994425600.0
2011-05-03,2392.8,2404.12,2377.33,2641824033915.0,0.0
2011-05-02,2404.24,2417.83,2397.48,2654453032771.0,0.0
2011-04-29,2404.08,2415.56,2403.25,4164414563005.0,126904666.0
2011-04-28,2409.9,2411.98,2398.93,4174491120431.0,352518985.0
2011-04-27,2413.59,2415.85,2390.46,4180873973337.0,0.0
2011-04-26,2396.03,2405.23,2384.8,4150458756168.0,0.0
2011-04-25,2383.72,2385.03,2375.12,4129143340460.0,0.0
2011-04-21,2377.3,2381.2,2370.28,4118018681720.0,0.0
2011-04-20,2357.76,2360.69,2344.21,4084175265983.0,0.0
2011-04-19,2306.77,2306.77,2286.59,3995849578747.0,0.0
2011-04-18,2292.34,2293.08,2254.88,3970848075658.0,0.0
2011-04-15,2307.58,2316.82,2293.53,3997240768423.0,0.0
2011-04-14,2311.25,2315.22,2291.79,4003613248799.0,0.0
2011-04-13,2316.63,2322.6,2298.82,4012932383021.0,68833753.0
2011-04-12,2298.3,2308.2,2288.68,3981171507852.0,0.0
2011-04-11,2314.5,2333.98,2305.53,4009238625600.0,237431226.0
2011-04-08,2321.18,2345.41,2313.46,4020803597017.0,34177055.0
2011-04-07,2332.88,2346.86,2315.83,4041066267811.0,0.0
2011-04-06,2332.34,2352.25,2320.32,4040132226633.0,0.0
2011-04-05,2327.87,2342.34,2323.41,4032398292194.0,0.0
2011-04-04,2334.54,2350.34,2324.02,4043956332811.0,306585229.0
2011-04-01,2342.92,2359.16,2334.95,4087464390581.0,0.0
2011-03-31,2338.99,2342.24,2329.62,4080607283428.0,0.0
2011-03-30,2336.52,2340.39,2326.79,4076302681996.0,0.0
2011-03-29,2325.54,2325.54,2291.78,4057148321370.0,235402946.0
2011-03-28,2303.1,2326.12,2303.06,4018000449969.0,0.0
2011-03-25,2316.36,2331.63,2314.02,4041128423224.0,0.0
2011-03-24,2312.09,2315.56,2275.65,4033688123497.0,0.0
2011-03-23,2270.5,2276.62,2234.94,3961120707618.0,91250048.0
2011-03-22,2257.96,2266.09,2253.08,3939254421339.0,0.0
2011-03-21,2262.7,2273.11,2249.46,3947516836380.0,0.0
2011-03-18,2221.07,2249.39,2217.95,3869267517655.0,0.0
2011-03-17,2225.24,2247.93,2223.13,3876529837030.0,0.0
2011-03-16,2202.97,2252.13,2188.92,3837725713916.0,0.0
2011-03-15,2259.62,2271.58,2217.43,3936425588722.0,0.0
2011-03-14,2290.72,2302.92,2274.08,3990593702738.0,534920862.0
2011-03-11,2299.26,2305.97,2275.07,4005482123520.0,0.0
2011-03-10,2284.29,2300.53,2276.12,3979394357237.0,24798384.0
2011-03-09,2322.69,2330.68,2309.28,4046302851748.0,271398812.0
2011-03-08,2337.55,2347.51,2310.96,4072181750911.0,0.0
2011-03-07,2328.07,2370.91,2307.39,4055671049859.0,0.0
2011-03-04,2359.96,2371.23,2344.62,4111224288312.0,0.0
2011-03-03,2371.76,2375.67,2350.18,4131782605926.0,0.0
2011-03-02,2326.77,2340.8,2311.99,4053398938231.0,122723980.0
2011-03-01,2315.26,2359.98,2308.05,4033345129295.0,0.0
2011-02-28,2350.99,2362.79,2338.21,4095603231130.0,90852058.0
2011-02-25,2346.29,2349.51,2325.71,4087406992583.0,39388494.0
2011-02-24,2313.31,2321.2,2285.44,4029947906534.0,0.0
2011-02-23,2300.94,2329.13,2284.65,4008403534162.0,696333158.0
2011-02-22,2322.86,2366.43,2318.4,4046594168289.0,177287625.0
2011-02-18,2392.47,2400.47,2382.39,4167855639782.0,0.0
2011-02-17,2397.57,2400.89,2384.22,4176744829472.0,228708558.0
2011-02-16,2397.94,2403.52,2387.66,4177383041176.0,256572537.0
2011-02-15,2381.92,2384.81,2371.19,4149475508328.0,977095249.0
2011-02-14,2385.6,2388.63,2378.16,4155892561581.0,0.0
2011-02-11,2379.15,2381.4,2353.28,4144660879362.0,132372603.0
2011-02-10,2364.35,2366.28,2341.81,4118876866191.0,329662181.0
2011-02-09,2360.95,2367.19,2352.46,4112939407292.0,87687872.0
2011-02-08,2363.61,2363.76,2344.86,4117587327810.0,49546113.0
2011-02-07,2349.2,2360.82,2338.87,4092479607356.0,354931828.0
2011-02-04,2338.2,2338.66,2318.27,4073313306646.0,0.0
2011-02-03,2323.07,2327.24,2297.79,4046954465760.0,664821174.0
2011-02-02,2321.09,2328.8,2316.22,4043509323647.0,0.0
2011-02-01,2324.95,2329.34,2296.74,4050235247890.0,0.0
2011-01-31,2281.91,2287.5,2258.05,3975247913138.0,0.0
2011-01-28,2270.51,2330.07,2260.6,3955394631915.0,199795949.0
2011-01-27,2330.07,2336.04,2319.23,4059150658955.0,0.0
2011-01-26,2314.19,2321.22,2300.11,4031491528235.0,0.0
2011-01-25,2304.03,2304.04,2283.79,4013788164671.0,0.0
2011-01-24,2300.39,2300.39,2268.72,4007454256826.0,0.0
2011-01-21,2268.32,2301.05,2267.17,3951578287581.0,0.0
2011-01-20,2286.08,2295.24,2268.59,3982517841943.0,0.0
2011-01-19,2303.32,2331.63,2294.89,4012555592716.0,0.0
2011-01-18,2328.79,2331.32,2299.37,4056924000670.0,0.0
2011-01-14,2323.43,2323.43,2300.25,4047588952705.0,196868339.0
2011-01-13,2305.53,2310.82,2298.62,4016392328368.0,0.0
2011-01-12,2304.88,2304.88,2289.05,4015268681789.0,0.0
2011-01-11,2288.73,2296.15,2279.48,3987139220346.0,0.0
2011-01-10,2284.38,2288.64,2265.0,3979553420913.0,0.0
2011-01-07,2276.7,2282.87,2254.22,3966175016032.0,0.0
2011-01-06,2277.51,2279.45,2268.59,3967580418578.0,34056626.0
2011-01-05,2270.4,2271.08,2243.88,3955198645900.0,0.0
2011-01-04,2251.46,2263.03,2237.73,3922204479999.0,0.0
2011-01-03,2254.23,2268.3,2237.79,3927040909897.0,257254321.0
2010-12-31,2217.86,2225.0,2209.38,3863665819395.0,0.0
2010-12-30,2225.72,2232.38,2222.77,3877374330577.0,0.0
2010-12-29,2231.64,2236.19,2229.87,3887680525066.0,0.0
2010-12-28,2227.42,2236.17,2222.76,3880335725606.0,0.0
2010-12-27,2229.86,2234.42,2208.8,3884586778413.0,12811801.0
2010-12-23,2230.27,2235.11,2225.29,3885291087039.0,0.0
2010-12-22,2235.91,2238.92,2231.97,3895113147207.0,0.0
2010-12-21,2234.57,2235.58,2226.25,3892788721142.0,82125043.0
2010-12-20,2223.04,2230.55,2206.3,3872703749574.0,0.0
2010-12-17,2218.29,2227.04,2217.11,3813423258982.0,0.0
2010-12-16,2218.02,2221.98,2198.86,3812947183421.0,89303810.0
2010-12-15,2202.45,2223.67,2196.88,3787113257987.0,230255717.0
2010-12-14,2212.59,2220.42,2205.21,3804549021128.0,0.0
2010-12-13,2207.45,2225.22,2207.02,3795701421968.0,0.0
2010-12-10,2215.34,2217.48,2199.69,3809269180473.0,89303810.0
2010-12-09,2201.57,2213.01,2193.92,3785596320684.0,162918825.0
2010-12-08,2200.6,2201.34,2182.99,3783936272407.0,235129844.0
2010-12-07,2189.35,2215.28,2188.74,3764583671487.0,0.0
2010-12-06,2189.81,2193.86,2183.03,3765385137154.0,0.0
2010-12-03,2191.17,2192.89,2176.28,3767715107361.0,37113490.0
2010-12-02,2185.3,2187.82,2164.53,3757617439401.0,33308478.0
2010-12-01,2162.83,2173.42,2150.64,3718986918893.0,641372759.0
2010-11-30,2117.33,2131.5,2110.24,3640743027615.0,0.0
2010-11-29,2144.56,2150.71,2118.94,3687568935429.0,113277212.0
2010-11-26,2153.91,2160.55,2142.69,3703645570472.0,0.0
2010-11-24,2160.52,2165.15,2138.15,3715021083854.0,0.0
2010-11-23,2116.61,2132.69,2105.61,3634674072638.0,61462425.0
2010-11-22,2150.86,2151.0,2121.74,3693482999103.0,893459589.0
2010-11-19,2135.27,2138.88,2121.11,3666711723866.0,2139113342.0
2010-11-18,2134.77,2147.97,2121.86,3665851951468.0,0.0
2010-11-17,2100.0,2111.06,2090.34,3606156062605.0,708384863.0
2010-11-16,2093.63,2126.16,2085.27,3595204363178.0,1283011311.0
2010-11-15,2131.48,2152.89,2129.69,3660214151523.0,0.0
2010-11-12,2137.95,2171.23,2122.42,3671317384902.0,0.0
2010-11-11,2173.11,2177.21,2145.09,3731687127227.0,0.0
2010-11-10,2187.74,2189.38,2162.63,3756818950400.0,123285842.0
2010-11-09,2176.88,2200.16,2166.96,3738166064313.0,298416517.0
2010-11-08,2188.94,2191.49,2176.67,3758885036518.0,417016440.0
2010-11-05,2186.71,2191.24,2179.86,3755057893938.0,0.0
2010-11-04,2187.8,2193.66,2179.06,3756927020731.0,0.0
2010-11-03,2158.36,2159.68,2132.69,3706358324489.0,576830113.0
2010-11-02,2151.72,2155.46,2141.62,3694966943596.0,0.0
2010-11-01,2128.42,2148.07,2117.59,3654956342074.0,0.0
2010-10-29,2124.45,2137.33,2124.45,3648140973844.0,0.0
2010-10-28,2129.73,2135.69,2112.09,3657196498155.0,199681082.0
2010-10-27,2125.88,2127.21,2104.99,3650584820526.0,89066721.0
2010-10-26,2119.05,2123.81,2094.84,3638865059661.0,0.0
2010-10-25,2113.55,2127.26,2112.28,3629418082747.0,0.0
2010-10-22,2104.21,2105.44,2086.89,3613378685237.0,0.0
2010-10-21,2090.1,2106.24,2069.45,3589141971460.0,0.0
2010-10-20,2085.75,2100.16,2072.54,3581681259301.0,0.0
2010-10-19,2069.73,2087.05,2054.61,3554164799678.0,186248240.0
2010-10-18,2104.15,2105.07,2091.15,3613281582330.0,0.0
2010-10-15,2097.73,2097.73,2062.84,3602250140513.0,0.0
2010-10-14,2054.51,2062.26,2043.7,3528034097553.0,0.0
2010-10-13,2057.25,2067.06,2048.05,3532744212703.0,0.0
2010-10-12,2041.55,2045.08,2007.13,3505777479069.0,0.0
2010-10-11,2026.98,2037.12,2021.43,3480761120588.0,0.0
2010-10-08,2027.03,2030.89,1999.89,3480846615381.0,0.0
2010-10-07,2011.63,2017.44,1996.25,3454392236372.0,0.0
2010-10-06,2006.52,2024.92,1992.65,3445623248881.0,22335619.0
2010-10-05,2024.63,2026.46,1996.21,3476719206691.0,0.0
2010-10-04,1975.33,1997.67,1963.68,3392060686220.0,453954301.0
2010-10-01,1996.6,2017.23,1987.71,3428593125735.0,0.0
2010-09-30,1998.04,2029.65,1986.33,3431063081039.0,0.0
2010-09-29,2009.08,2017.24,2000.91,3450016611519.0,0.0
2010-09-28,2012.43,2017.57,1979.74,3455777044652.0,0.0
2010-09-27,2010.99,2026.42,2010.53,3453296833818.0,12876963.0
2010-09-24,2023.84,2023.85,2002.55,3475369013137.0,0.0
